scientificName,Subgenus
Eucalyptus epruinata x microneura,Hybrid
Eucalyptus obtusa x pantoleuca,Hybrid
Eucalyptus microtheca x pruinosa subsp. pruinosa,Hybrid
Eucalyptus microtheca x pruinosa subsp. pruiten,Hybrid
Eucalyptus cyanoclada x pruinosa subsp. pruinosa,Hybrid
Eucalyptus brownii x miophylla,Hybrid
Eucalyptus orgadophila x whitei,Hybrid
Eucalyptus normantonensis x pruinosa subsp. pruinosa,Hybrid
Eucalyptus persistens x shirleyi,Hybrid
Eucalyptus brassiana x pellita,Hybrid
Eucalyptus cullenii x melanophloia,Hybrid
Eucalyptus crebra x fibrosa,Hybrid
Eucalyptus crebra x moluccana,Hybrid
Eucalyptus crebra x pilligaensis,Hybrid
Eucalyptus crebra x paniculata subsp. paniculata,Hybrid
Eucalyptus crebra x suffulgens,Hybrid
Eucalyptus crebra x viridis,Hybrid
Eucalyptus amplifolia x robusta,Hybrid
Eucalyptus amplifolia x resinifera,Hybrid
Eucalyptus amplifolia subsp. amplifolia x tereticornis,Hybrid
Eucalyptus amplifolia subsp. sessiliflora x tereticornis,Hybrid
Eucalyptus fibrosa x sideroxylon,Hybrid
Eucalyptus blakelyi x viminalis,Hybrid
Eucalyptus propinqua x resinifera subsp. hemilampra,Hybrid
Eucalyptus propinqua x resinifera subsp. hemilampra -- subsp.,Hybrid
Eucalyptus propinqua x saligna,Hybrid
Eucalyptus (biturbinata -- canaliculata) x propinqua,Hybrid
Eucalyptus biturbinata x propinqua,Hybrid
Eucalyptus biturbinata x resinifera subsp. hemilampra,Hybrid
Eucalyptus biturbinata x tereticornis,Hybrid
Eucalyptus shirleyi x drepanophylla,Hybrid
Eucalyptus dealbata x dwyeri,Hybrid
Eucalyptus dealbata x prava,Hybrid
Eucalyptus longirostrata x major,Hybrid
Eucalyptus tereticornis x vafra subsp. semisaligna,Hybrid
Eucalyptus brookeriana x viminalis,Hybrid
Eucalyptus glaucescens x viminalis,Hybrid
Eucalyptus camphora subsp. humeana x viminalis,Hybrid
Eucalyptus camphora subsp. camphora x viminalis,Hybrid
Eucalyptus barberi x ovata,Hybrid
Eucalyptus aggregata x (dalrympleana -- rubida),Hybrid
Eucalyptus crenulata x ovata,Hybrid
Eucalyptus parvula x viminalis,Hybrid
Eucalyptus nitens x nobilis,Hybrid
Eucalyptus morrisbyi x viminalis,Hybrid
Eucalyptus bridgesiana x ?,Hybrid
Eucalyptus gunnii x vernicosa,Hybrid
Eucalyptus gunnii x viminalis,Hybrid
Eucalyptus gunnii x  subcrenulata,Hybrid
Eucalyptus camaldulensis x melliodora,Hybrid
Eucalyptus camaldulensis x viminalis,Hybrid
Eucalyptus camaldulensis x gonicalyx,Hybrid
Eucalyptus fitzgeraldii x tectifica,Hybrid
Eucalyptus bridgesiana x mannifera,Hybrid
Eucalyptus bridgesiana x triplex,Hybrid
Eucalyptus aromaphloia x camaldulensis,Hybrid
Eucalyptus aromaphloia x viminalis,Hybrid
Eucalyptus corticosa x rubida subsp. rubida,Hybrid
Eucalyptus goniocalyx x mannifera subsp. maculosa,Hybrid
Eucalyptus miniata x phoenicea,Hybrid
Eucalyptus nortonii x dalrympleana,Hybrid
Eucalyptus malacoxylon x retinens,Hybrid
Eucalyptus acaciiformis x saligna,Hybrid
Eucalyptus cypellocarpa x pseudoglobulus,Hybrid
Eucalyptus cypellocarpa x nitens,Hybrid
Eucalyptus bridgesiana x cypellocarpa,Hybrid
Eucalyptus cypellocarpa x globulus,Hybrid
Eucalyptus cinerea x mannifera,Hybrid
Eucalyptus grandis x robusta,Hybrid
Eucalyptus macarthurii x viminalis,Hybrid
Eucalyptus obtusa x porosa,Hybrid
Eucalyptus camaldulensis x populnea,Hybrid
Eucalyptus camaldulensis x rubida,Hybrid
Eucalyptus gillenii x obtusa,Hybrid
Eucalyptus bicostata x viminalis,Hybrid
Eucalyptus globulus x viminalis,Hybrid
Eucalyptus globulus x ovata,Hybrid
Eucalyptus botryoides x camaldulensis,Hybrid
Eucalyptus smithii x wilcoxii,Hybrid
Eucalyptus botryoides x resinifera subsp. resinifera,Hybrid
Eucalyptus robusta x bancroftii,Hybrid
Eucalyptus notabilis x saligna,Hybrid
Eucalyptus quadrangulata x tereticornis,Hybrid
Eucalyptus morrisii x vicina,Hybrid
Eucalyptus elliptica x nova-anglica,Hybrid
Eucalyptus mannifera subsp. maculosa x viminalis,Hybrid
Eucalyptus acaciiformis x viminalis,Hybrid
Eucalyptus notabilis x punctata,Hybrid
Eucalyptus microtheca x pruinosa,Hybrid
Eucalyptus resinifera subsp. resinifera x saligna,Hybrid
Eucalyptus resinifera subsp. hemilampra x tereticornis,Hybrid
Eucalyptus exserta x tereticornis,Hybrid
Eucalyptus mannifera subsp. mannifera x ovata,Hybrid
Eucalyptus dalrympleana x mannifera subsp. mannifera,Hybrid
Eucalyptus prob. microcarpa x populnea subsp. bimbil,Hybrid
Eucalyptus microcarpa x polybractea,Hybrid
Eucalyptus atrata x exserta,Hybrid
Eucalyptus paedoglauca x shirleyi,Hybrid
Eucalyptus pellita x tereticornis,Hybrid
Eucalyptus grossa x eremophila,Hybrid
Eucalyptus andrewsii x caliginosa,Hybrid
Eucalyptus robertsonii x rossii,Hybrid
Eucalyptus prob. robertsonii x rossii,Hybrid
Eucalyptus kruseana x loxophleba subsp. lissophloia,Hybrid
Eucalyptus loxophleba subsp. loxosup x wandoo subsp. pulver,Hybrid
Eucalyptus loxophleba subsp. loxophleba x vegrandis,Hybrid
Eucalyptus brockwayi x salmonophloia,Hybrid
Eucalyptus longicornis x salmonophloia,Hybrid
Eucalyptus prob. grasbyi x ventricosa,Hybrid
Eucalyptus oleosa subsp. repleta x yumbarrana,Hybrid
Eucalyptus oleosa subsp. repleta x transcontinentalis,Hybrid
Eucalyptus oleosa subsp. oleosa x yalatensis,Hybrid
Eucalyptus oleosa subsp. wylieana x yalatensis,Hybrid
Eucalyptus banksii x retinens,Hybrid
Eucalyptus falcata subsp. falcata x ornata,Hybrid
Eucalyptus falcata subsp. extenta x kessellii subsp. eugnosta,Hybrid
Eucalyptus decipiens x petrensis,Hybrid
Eucalyptus eucentrica -- yumbarrana x peeneri,Hybrid
Eucalyptus preissiana x staeri,Hybrid
Eucalyptus conica x pilligaensis,Hybrid
Eucalyptus conica x populnea subsp. bimbil,Hybrid
Eucalyptus conica x coolabah subsp. excerata,Hybrid
Eucalyptus conica x melliodora,Hybrid
Eucalyptus argophloia x microcarpa,Hybrid
Eucalyptus mannifera subsp. maculosa x nortonii,Hybrid
Eucalyptus bosistoana x tricarpa,Hybrid
Eucalyptus bosistoana x crebra,Hybrid
Eucalyptus bosistoana x fibrosa,Hybrid
Eucalyptus bosistoana x melliodora,Hybrid
Eucalyptus baueriana x (prob.) beyeriana,Hybrid
Eucalyptus baueriana x beyeriana,Hybrid
Eucalyptus intertexta x pilligaensis,Hybrid
Eucalyptus contracta x sphaerocarpa,Hybrid
Eucalyptus acmenoides x pilularis,Hybrid
Eucalyptus acmenoides x (stringybark),Hybrid
Eucalyptus pilularis x planchoniana,Hybrid
Eucalyptus pilularis x piperita,Hybrid
Eucalyptus pilularis x tindaliae,Hybrid
Eucalyptus cameronii x eugenioides,Hybrid
Eucalyptus cameronii x laevopinea,Hybrid
Eucalyptus albens x polyanthemos subsp. polyanthemos,Hybrid
Eucalyptus leucoxylon x melliodora,Hybrid
Eucalyptus elata x radiata,Hybrid
Eucalyptus elata x sieberi,Hybrid
Eucalyptus fastigata x radiata,Hybrid
Eucalyptus paniculata subsp. paniculata x placita,Hybrid
Eucalyptus fergusonii subsp. fergusonii x paniculata subsp. p,Hybrid
Eucalyptus globoidea x tindaliae,Hybrid
Eucalyptus globoidea x radiata subsp. radiata,Hybrid
Eucalyptus globoidea x sieberi,Hybrid
Eucalyptus globoidea x pauciflora,Hybrid
Eucalyptus globoidea x sparsifolia,Hybrid
Eucalyptus piperita x racemosa,Hybrid
Eucalyptus piperita x rossii,Hybrid
Eucalyptus piperita x sclerophylla,Hybrid
Eucalyptus piperita x sieberi,Hybrid
Eucalyptus piperita x stricta,Hybrid
Eucalyptus albens x sideroxylon subsp. sideroxylon,Hybrid
Eucalyptus albens x sideroxylon,Hybrid
Eucalyptus albens x viridis,Hybrid
Eucalyptus urceolaris x sclerophylla,Hybrid
Eucalyptus nitida x obliqua,Hybrid
Eucalyptus obliqua x tenuiramis,Hybrid
Eucalyptus obliqua x radiata,Hybrid
Eucalyptus obliqua x pulchella,Hybrid
Eucalyptus dalrympleana subsp. dalrympleana x chapmaniana,Hybrid
Eucalyptus dalrympleana subsp. dalrympleana x gunnii,Hybrid
Eucalyptus dalrympleana subsp. dalrympleana x rubida subsp. r,Hybrid
Eucalyptus chlorophylla subsp. chlorophylla x pruinosa subsp.,Hybrid
Eucalyptus accedens x incrassata,Hybrid
Eucalyptus eugenioides x tindaliae,Hybrid
Eucalyptus eugenioides x macrorhyncha,Hybrid
Eucalyptus macrorhyncha x tenella,Hybrid
Eucalyptus ligustrina x moorei,Hybrid
Eucalyptus ligustrina x piperita,Hybrid
Eucalyptus ligustrina x rupicola,Hybrid
Eucalyptus ligustrina x radiata,Hybrid
Eucalyptus ligustrina x oblonga subsp. oblonga,Hybrid
Eucalyptus ligustrina x youmanii,Hybrid
Eucalyptus oreades x piperita,Hybrid
Eucalyptus apiculata -- stricta x luehmanniana,Hybrid
Eucalyptus dendromorpha x rupicola,Hybrid
Eucalyptus obstans -- stricta x triflora,Hybrid
Eucalyptus obstans x sieberi,Hybrid
Eucalyptus stricta x pauciflora,Hybrid
Eucalyptus delegatensis x pauciflora,Hybrid
Eucalyptus radiata subsp. radiata x sieberi,Hybrid
Eucalyptus elata x radiata subsp. radiata,Hybrid
Eucalyptus prob. radiata subsp. radiata x stricta,Hybrid
Eucalyptus beyeriana x sideroxylon,Hybrid
Eucalyptus apiculata -- stricta x burgessiana,Hybrid
Eucalyptus cunninghamii x stricta,Hybrid
Eucalyptus robertsonii subsp. robertsonii x rossii,Hybrid
Eucalyptus pauciflora x robertsonii,Hybrid
Eucalyptus pauciflora x sieberi,Hybrid
Eucalyptus eugenioides x globoidea,Hybrid
Eucalyptus eugenioides x sparsifolia,Hybrid
Eucalyptus capitellata x pilularis,Hybrid
Eucalyptus capitellata x oblonga,Hybrid
Eucalyptus capitellata x oblongata,Hybrid
Eucalyptus capitellata x piperita,Hybrid
Eucalyptus capitellata x piperita subsp. piperita,Hybrid
Eucalyptus gregsoniana x sclerophylla,Hybrid
Eucalyptus gregsoniana x sieberi,Hybrid
Eucalyptus sparsifolia x sclerophylla,Hybrid
Eucalyptus oblonga x racemosa,Hybrid
Eucalyptus leucoxylon x microcarpa,Hybrid
Eucalyptus leucoxylon x porosa,Hybrid
Eucalyptus cygnetensis x ovata,Hybrid
Eucalyptus melanophloia x crebra,Hybrid
Eucalyptus blaxlandii x piperita subsp. piperita,Hybrid
Eucalyptus laevopinea x pauciflora subsp. pauciflora,Hybrid
Eucalyptus laevopinea x sp. aff. sparsifolia,Hybrid
Eucalyptus laevopinea x obliqua,Hybrid
Eucalyptus laevopinea x stellulata,Hybrid
Eucalyptus camaldulensis x leucoxylon,Hybrid
Eucalyptus chloroclada x tereticornis,Hybrid
Eucalyptus chloroclada x blakelyi,Hybrid
Eucalyptus melliodora x populnea subsp. bimbil,Hybrid
Eucalyptus melliodora x orgadophila,Hybrid
Eucalyptus melliodora x siderophloia,Hybrid
Eucalyptus melliodora x viridis,Hybrid
Eucalyptus microcarpa x sideroxylon,Hybrid
Eucalyptus baxteri x diversifolia,Hybrid
Eucalyptus fasciculosa x leucoxylon,Hybrid
Eucalyptus melanophloia x melliodora,Hybrid
Eucalyptus melanophloia x orgadophila,Hybrid
Eucalyptus melanophloia x sideroxylon,Hybrid
Eucalyptus melanophloia x shirleyi,Hybrid
Eucalyptus loxophleba subsp. loxophleba x rudis,Hybrid
Eucalyptus melanophloia x normantonensis,Hybrid
Eucalyptus melanophloia x whitei,Hybrid
Eucalyptus camaldulensis x porosa,Hybrid
Eucalyptus persistens subsp. persistens x thozetiana,Hybrid
Eucalyptus populnea subsp. bimbil x viridis,Hybrid
Eucalyptus camaldulensis x populnea subsp. bimbil,Hybrid
Eucalyptus cambageana x melanophloia,Hybrid
Eucalyptus intertexta x viridis,Hybrid
Eucalyptus intertexta x largiflorens,Hybrid
Eucalyptus intertexta x melanophloia,Hybrid
Eucalyptus polybractea x viridis,Hybrid
Eucalyptus froggattii x viridis,Hybrid
Eucalyptus leucoxylon subsp. leucoxylon x porosa,Hybrid
Eucalyptus leucoxylon x sideroxylon,Hybrid
Eucalyptus leucoxylon x odorata,Hybrid
Eucalyptus camaldulensis x dealbata,Hybrid
Eucalyptus dives x rossii,Hybrid
Eucalyptus dives x tenella,Hybrid
Eucalyptus dives x radiata subsp. robertsonii,Hybrid
Eucalyptus dives x stellulata,Hybrid
Eucalyptus (coccifera -- nitida) x pauciflora,Hybrid
Eucalyptus planchoniana x pyrocarpa,Hybrid
Eucalyptus eugenioides x pauciflora,Hybrid
Eucalyptus eugenioides x sclerophylla,Hybrid
Eucalyptus macrorhyncha x sparsifolia,Hybrid
Eucalyptus macrorhyncha x radiata subsp. robertsonii,Hybrid
Eucalyptus macrorhyncha x yangoura,Hybrid
Eucalyptus cannonii x sparsifolia,Hybrid
Eucalyptus cannonii x tenella,Hybrid
Eucalyptus mimica x suggrandis subsp. alipes,Hybrid
Eucalyptus laevopinea x youmanii,Hybrid
Eucalyptus consideniana x piperita,Hybrid
Eucalyptus sieberi x sparsifolia,Hybrid
Eucalyptus sieberi x luehmanniana,Hybrid
Eucalyptus campanulata x laevopinea,Hybrid
Eucalyptus campanulata x radiata subsp. radiata,Hybrid
Eucalyptus obtusa x platyphylla,Hybrid
Eucalyptus amygdalina x coccifera,Hybrid
Eucalyptus prob. amygdalina x coccifera,Hybrid
Eucalyptus amygdalina x pauciflora,Hybrid
Eucalyptus amygdalina x pulchella,Hybrid
Eucalyptus prob. amygdalina x tasmaniensis,Hybrid
Eucalyptus signata x carnea,Hybrid
Eucalyptus racemosa x umbra,Hybrid
Eucalyptus costata x sp.,Hybrid
Eucalyptus angulosa x rugosa,Hybrid
Eucalyptus moorei x radiata subsp. radiata,Hybrid
Eucalyptus sclerophylla x moorei,Hybrid
Eucalyptus stellulata x tenella,Hybrid
Eucalyptus haemastoma x oreades,Hybrid
Eucalyptus haemastoma x sieberi,Hybrid
Eucalyptus haemastoma x multicaulis,Hybrid
Eucalyptus haemastoma x piperita,Hybrid
Eucalyptus moorei x piperita subsp. pipertia,Hybrid
Eucalyptus moorei x pauciflora,Hybrid
Eucalyptus longifolia x robusta,Hybrid
Eucalyptus longifolia x punctata,Hybrid
Eucalyptus longifolia x propinqua,Hybrid
Eucalyptus longifolia x tereticornis,Hybrid
Eucalyptus prob. cosmophylla x zephyrea,Hybrid
Eucalyptus lehmannii subsp. arcta x talyuberlup,Hybrid
Eucalyptus lehmannii subsp. arcta x macrandra,Hybrid
Eucalyptus lehmannii subsp. arcta x sporadica,Hybrid
Eucalyptus prob. cornuta x macranda,Hybrid
Eucalyptus deanei x mannifera subsp. gullickii,Hybrid
Eucalyptus deanei x propinqua,Hybrid
Eucalyptus brunnea x saligna,Hybrid
Eucalyptus medialis x wandoo subsp. wandoo,Hybrid
Eucalyptus cincterythrea x tenera,Hybrid
Eucalyptus depauperata x suggrandis subsp. alipes,Hybrid
Eucalyptus (cincta -- erythronema) x tenera,Hybrid
Eucalyptus pluricaulis x wandoo,Hybrid
Eucalyptus desmondensis x phaenophylla,Hybrid
Eucalyptus capillosa subsp. capillosa x provinulosa,Hybrid
Eucalyptus capillosa subsp. capillosa x subangusta,Hybrid
Eucalyptus prob. capillosa subsp. polyclada x phaenophylla,Hybrid
Eucalyptus arachnaea subsp. arachnaea x incrassata,Hybrid
Eucalyptus phaenophylla x incrassata,Hybrid
Eucalyptus phaenophylla x recondita,Hybrid
Eucalyptus canescens x vokesensis,Hybrid
Eucalyptus ewartiana x leptopoda subsp. elevata,Hybrid
Eucalyptus fastigata x obliqua,Hybrid
Eucalyptus orbifolia x sessilis,Hybrid
Eucalyptus lane-poolei x relicta,Hybrid
Eucalyptus drummondii subsp. drummondii x rudis,Hybrid
Eucalyptus macrocarpa x pyriformis,Hybrid
Eucalyptus prob. flocktoniae x longicornis,Hybrid
Eucalyptus prob. flocktoniae x oleosa subsp. oleosa,Hybrid
Eucalyptus corynocalyx x zephyrea,Hybrid
Eucalyptus leptopoda subsp. leptopoda x websteriana subsp. we,Hybrid
Eucalyptus celastroides subsp. virella x yilgarnensis subsp.,Hybrid
Eucalyptus lesouefii x pterocarpa,Hybrid
Eucalyptus brachycalyx x diacolpica,Hybrid
Eucalyptus concinna x platycorys,Hybrid
Eucalyptus griffithsii x lesouefii,Hybrid
Eucalyptus griffithsii x torquata,Hybrid
Eucalyptus prob. leptocalyx subsp. petilipes x scyphocalyx su,Hybrid
Eucalyptus prob. captiosa subsp. x tetraptera,Hybrid
Eucalyptus incrassata x tetraptera,Hybrid
Eucalyptus incrassata x (sp. of reduncae),Hybrid
Eucalyptus prob. angulosa x cornuta,Hybrid
Eucalyptus angulosa x disparifolia,Hybrid
Eucalyptus angulosa x tetraptera,Hybrid
Eucalyptus angulosa x crassa,Hybrid
Eucalyptus ceratocorys x platycorys,Hybrid
Eucalyptus stoatei x tetraptera,Hybrid
Eucalyptus glomerifera x pluricaulis subsp. pluricaulis,Hybrid
Eucalyptus leptamba x yilgarnensis subsp. yilgarnensis,Hybrid
Eucalyptus prob. cyanophylla x dumosa,Hybrid
Eucalyptus preissiana x sepulcralis,Hybrid
Eucalyptus dumosa x socialis,Hybrid
Eucalyptus erectifolia x marginata subsp. marginata,Hybrid
Eucalyptus erectifolia x pachyloma,Hybrid
Eucalyptus ligulata x buprestium,Hybrid
Eucalyptus exilis subsp. meiantha x marginata subsp. marginat,Hybrid
Eucalyptus buprestium x marginata subsp. marginata,Hybrid
Eucalyptus brupestrium x marginata subsp. marginata,Hybrid
Eucalyptus buprestium x staeri,Hybrid
Eucalyptus buprestium x ligulata subsp. altidisca,Hybrid
Eucalyptus oleosa x socialis,Hybrid
Eucalyptus cornuta x incrassata,Hybrid
Eucalyptus apodophylla x bigalerita,Hybrid
Eucalyptus obliqua x serraensis,Hybrid
Eucalyptus ecdysiastes x loxophleba,Hybrid
Eucalyptus pilularis x umbra,Hybrid
Eucalyptus grandis x propinqua,Hybrid
Eucalyptus grandis x tereticornis,Hybrid
Eucalyptus rodwayi x dalrymplea,Hybrid
Eucalyptus amplifolia subsp. sessiliflora x blakelyi,Hybrid
Eucalyptus coccifera x delegatensis,Hybrid
Eucalyptus resinifera x paramattensis subsp. decadens,Hybrid
Eucalyptus absita x loxophleba,Hybrid
Eucalyptus crebra x populnea,Hybrid
Eucalyptus willisii x stringybark,Hybrid
Eucalyptus fastigata x pauciflora,Hybrid
Eucalyptus camfieldii x capitellata,Hybrid
Eucalyptus pilligaensis x prob. populnea,Hybrid
Eucalyptus brownii x populnea,Hybrid
Eucalyptus bridgesiana x alacoxylon,Hybrid
Eucalyptus amplifolia x tereticornis,Hybrid
Eucalyptus crebra x decorticans,Hybrid
Eucalyptus scoparia x viminalis,Hybrid
Eucalyptus grandis x pellita,Hybrid
Eucalyptus glaucina x tereticornis,Hybrid
Eucalyptus stellulata x stringybark,Hybrid
Eucalyptus chlorophylla x pruinosa,Hybrid
Eucalyptus camaldulensis subsp. acuta x platyphylla,Hybrid
Eucalyptus tereticornis x alba,Hybrid
Eucalyptus x desquamata,Hybrid
Eucalyptus parramattensis subsp. decadens x robusta,Hybrid
Eucalyptus melanoleuca -- suffulgens,Angophora
Eucalyptus peninsularis -- socialis,Corymbia
Eucalyptus globoidea -- yangoura,Eucalyptus
Eucalyptus dendromorpha -- stricta,Eucalyptus
Eucalyptus caliginosa -- laevopinea,Eucalyptus
Eucalyptus agglomerata -- globoidea,Eucalyptus
Eucalyptus agglomerata -- ligustrina,Eucalyptus
Eucalyptus globoidea -- oblonga,Eucalyptus
Eucalyptus dendromorpha -- triflora,Eucalyptus
Eucalyptus caliginosa -- eugenioides,Eucalyptus
Eucalyptus caliginosa -- stellulata,Eucalyptus
Eucalyptus agglomerata -- sparsifolia,Eucalyptus
Eucalyptus sparsifolia -- agglomerata,Eucalyptus
Eucalyptus globoidea -- eugenioides,Eucalyptus
Eucalyptus globoidea -- sparsifolia,Eucalyptus
Eucalyptus baxteri -- serraensis,Eucalyptus
Eucalyptus eugenoides -- globoidea,Eucalyptus
Eucalyptus pilularis -- pyrocarpa,Eucalyptus
Eucalyptus cannonii -- macrorhyncha,Eucalyptus
Eucalyptus sparsifolia -- oblonga,Eucalyptus
Eucalyptus apiculata -- stricta,Eucalyptus
Eucalyptus debeuzevillei -- pauciflora,Eucalyptus
Eucalyptus sparsifolia -- tenella,Eucalyptus
Eucalyptus apiculata -- stricta x luehmanniana,Eucalyptus
Eucalyptus obstans -- stricta,Eucalyptus
Eucalyptus sparsifolia -- stellulata,Eucalyptus
Eucalyptus niphophila -- pauciflora,Eucalyptus
Eucalyptus debeuzevillei -- niphophila,Eucalyptus
Eucalyptus debeuzevillei <--> niphophila <--> pauciflora,Eucalyptus
Eucalyptus capitellata--camfieldii,Eucalyptus
Eucalyptus haemastoma -- racemosa,Eucalyptus
Eucalyptus macrorhyncha <--> subtilior,Eucalyptus
Eucalyptus eudesmioides -- gittinsii,Eudesmia
Eucalyptus gamophylla -- odontocarpa,Eudesmia
Eucalyptus gittinsii -- tetragona,Eudesmia
Eucalyptus (cincta -- erythronema) x loxophleba,Hybrid
Eucalyptus limitaris x pruinosa subsp. pruinosa -- subsp. ten,Hybrid
Eucalyptus propinqua x resinifera subsp. hemilampra -- subsp.,Hybrid
Eucalyptus (biturbinata -- canaliculata) x propinqua,Hybrid
Eucalyptus obstans -- stricta x triflora,Hybrid
Eucalyptus apiculata -- stricta x burgessiana,Hybrid
Eucalyptus (coccifera -- nitida) x pauciflora,Hybrid
Eucalyptus deflexa x (platycorys -- scyphocalyx),Hybrid
Eucalyptus aggregata x (dalrympleana -- rubida),Hybrid
Eucalyptus coccifera -- nitida,Monocalyptus
Eucalyptus amygdalina -- nitida,Monocalyptus
Eucalyptus pulchella -- tenuiramis,Monocalyptus
Eucalyptus risdonii -- tenuiramis,Monocalyptus
Eucalyptus caligata -- ecdysiastes,Symphyomyrtus
Eucalyptus amylophloia -- kumarlensis subsp. elaeoides,Symphyomyrtus
Eucalyptus blakelyi -- tereticornis,Symphyomyrtus
Eucalyptus blakelyi -- dealbata,Symphyomyrtus
Eucalyptus camphora subsp. humeana -- ovata subsp. ovata,Symphyomyrtus
Eucalyptus obtusa -- rudis,Symphyomyrtus
Eucalyptus globulus -- pseudoglobulus,Symphyomyrtus
Eucalyptus botryoides -- saligna,Symphyomyrtus
Eucalyptus camaldulensis -- chloroclada,Symphyomyrtus
Eucalyptus cincta -- erythronema,Symphyomyrtus
Eucalyptus camaldulensis -- tereticornis,Symphyomyrtus
Eucalyptus blakelyi -- dwyeri,Symphyomyrtus
Eucalyptus biturbinata -- canaliculata,Symphyomyrtus
Eucalyptus dealbata -- dwyeri,Symphyomyrtus
Eucalyptus canaliculata -- punctata,Symphyomyrtus
Eucalyptus conglobata -- dumosa -- diacolpica,Symphyomyrtus
Eucalyptus ecdysiastes -- revelata,Symphyomyrtus
Eucalyptus chloroclada -- camaldulensis,Symphyomyrtus
Eucalyptus dumosa -- triangulensis,Symphyomyrtus
Eucalyptus angulosa -- incrassata,Symphyomyrtus
Eucalyptus brachycalyx -- pleurocorys,Symphyomyrtus
Eucalyptus ecdysiastes -- hypochlamydea,Symphyomyrtus
Eucalyptus amylophloia -- salicola,Symphyomyrtus
Eucalyptus concinna -- griffithsii,Symphyomyrtus
Eucalyptus concinna -- planipes,Symphyomyrtus
Eucalyptus medialis -- xanthonema,Symphyomyrtus
Eucalyptus camaldulensis -- dealbata,Symphyomyrtus
Eucalyptus blakelyi -- camaldulensis intergrade,Symphyomyrtus
Eucalyptus (concinna -- planipes) -- planipes,Symphyomyrtus
Eucalyptus flocktoniae -- neutra,Symphyomyrtus
Eucalyptus brevifolia -- rupestris,Symphyomyrtus
Eucalyptus barklyensis -- victrix,Symphyomyrtus
Eucalyptus crebra <--> whitei intergrade,Symphyomyrtus
Eucalyptus capillosa ssp. capillosa -- nigrifunda,Symphyomyrtus
Eucalyptus albens -- microcarpa,Symphyomyrtus
Eucalyptus rubida subsp. rubida -- septemflora,Symphyomyrtus
Eucalyptus blakelyi -- promiscua,Symphyomyrtus
Eucalyptus distans -- oligantha,Symphyomyrtus
Eucalyptus obtusa (green) <--> rudis (intergrade),Symphyomyrtus
Eucalyptus leucophylla -- tropica,Symphyomyrtus
Eucalyptus coolabah subsp. coolabah -- microtheca subsp. micr,Symphyomyrtus
Eucalyptus coolabah subsp. arida -- victrix,Symphyomyrtus
Eucalyptus cyanoclada -- helenae,Symphyomyrtus
Eucalyptus cyanoclada -- microtheca,Symphyomyrtus
Eucalyptus cyanoclada -- victrix,Symphyomyrtus
Eucalyptus gymnoteles -- victrix,Symphyomyrtus
Eucalyptus crebra -- cullenii,Symphyomyrtus
Eucalyptus crebra -- drepanophylla,Symphyomyrtus
Eucalyptus amplifolia subsp. amplifolia -- tereticornis,Symphyomyrtus
Eucalyptus amplifolia -- glaucina,Symphyomyrtus
Eucalyptus major -- propinqua,Symphyomyrtus
Eucalyptus blakelyi -- chloroclada,Symphyomyrtus
Eucalyptus biturbinata -- longirostrata,Symphyomyrtus
Eucalyptus punctata subsp. punctata -- scias subsp. scias,Symphyomyrtus
Eucalyptus camaldulensis s. str. <--> tereticornis,Symphyomyrtus
Eucalyptus camaldulensis -- dwyeri,Symphyomyrtus
Eucalyptus camaldulensis <--> obtusa,Symphyomyrtus
Eucalyptus maidenii -- pseudoglobulus,Symphyomyrtus
Eucalyptus bicostata -- pseudoglobulus,Symphyomyrtus
Eucalyptus chloroclada <--> obtusa,Symphyomyrtus
Eucalyptus camaldulensis -- rudis,Symphyomyrtus
Eucalyptus bicostata -- globulus,Symphyomyrtus
Eucalyptus obtusa <--> tereticornis,Symphyomyrtus
Eucalyptus dealbata <--> obtusa,Symphyomyrtus
Eucalyptus microcarpa -- moluccana,Symphyomyrtus
Eucalyptus microcarpa -- odorata,Symphyomyrtus
Eucalyptus camaldulensis -- vicina,Symphyomyrtus
Eucalyptus occidentalis -- sporadica,Symphyomyrtus
Eucalyptus medialis -- plana,Symphyomyrtus
Eucalyptus extensa -- protensa,Symphyomyrtus
Eucalyptus (cincta -- erythronema) x tenera,Symphyomyrtus
Eucalyptus (cincta -- erythronema) -- erythronema,Symphyomyrtus
Eucalyptus accedens -- pruiniramis,Symphyomyrtus
Eucalyptus perhaps brachycalyx -- melanoxylon,Symphyomyrtus
Eucalyptus brachycalyx -- rugosa,Symphyomyrtus
Eucalyptus concinna -- (concinna -- planipes),Symphyomyrtus
Eucalyptus griffithsii -- planipes,Symphyomyrtus
Eucalyptus forrestiana -- stoatei,Symphyomyrtus
Eucalyptus salicola -- stanbergiana,Symphyomyrtus
Eucalyptus crassa -- glomerifera,Symphyomyrtus
Eucalyptus calycogona subsp. orientis -- gracilis subsp. grac,Symphyomyrtus
Eucalyptus cyanophylla -- dumosa,Symphyomyrtus
Eucalyptus dumosa -- percostata,Symphyomyrtus
Eucalyptus suggrandis subsp. alipes -- vegrandis,Symphyomyrtus
Eucalyptus mimica -- (suggrandis subsp. alipes -- subsp. sugg,Symphyomyrtus
Eucalyptus blakelyi <--> dealbata,Symphyomyrtus
Eucalyptus botryoides -- punctata,Symphyomyrtus
Eucalyptus malacoxylon -- bridgesiana,Symphyomyrtus
